# /home/biodept/sw167/SFABC/ABC_0612a/TemplateFiles/CPo3Ti40S400_75.pau	Setting [workingDir=/home/biodept/sw167/SFABC/ABC_0612a/TemplateFiles/, obsFileName=/home/biodept/sw167/SFABC/ABC_0612a/TemplateFiles/CPo3Ti40S400_75.pau, resultOutFile=/home/biodept/sw167/SFABC/ABC_0612a/TemplateFiles/CPo3Ti40S400_75/CPo3Ti40S400_75.pau_summary.log, regressionCoefFile=/home/biodept/sw167/SFABC/ABC_0612a/TemplateFiles/CPo3Ti40S400_75.pau_regressionCoef.coef, doRegression=true, obsStat=[-3.8864650549564748, -3.8864650549564748], error=0.6782924633690215, seqLength=750, noSeqPerTime=50, noTime=3, noTotalSeq=150, timeGap=400, thinning=1000, noIteMCMC=1000000, noItePreprocess=100000]
Ite	mu	popsize
531000	2.1933990247247782E-5	8340.122478205987
532000	1.7091812846925063E-5	8673.337767955127
533000	1.9344167945474405E-5	15082.903633126229
534000	1.1508894982098517E-5	9864.957605051039
535000	3.698304627261162E-5	25167.81350966974
536000	4.636935016783955E-5	23464.9669445379
537000	1.1149700638916469E-5	12865.002830155598
538000	4.821375053801606E-5	12282.136357556696
539000	4.6835785380514016E-5	25819.878470521693
540000	1.0233801878599591E-5	25697.69049241882
541000	2.824149919467742E-5	25306.640289716568
542000	8.78245392690512E-6	1369.7997657862911
543000	2.023927578853203E-5	16274.00723327481
544000	6.370201328073946E-6	6075.071748227964
545000	4.127625835432395E-5	21613.36497023084
546000	3.4580049280228584E-5	13313.71777945471
547000	2.7048186115476728E-5	21290.89938643085
548000	4.9544521075649404E-5	23252.87456754128
549000	2.7318127533047282E-5	4557.141768692233
550000	4.396238204598138E-6	12481.609545272197
551000	3.0233049381903467E-5	16664.67782946157
552000	4.925165185864694E-5	24478.95177374859
553000	9.533960269547522E-6	22660.68063446849
554000	4.8645895981316456E-5	24419.344029700045
555000	5.060229425535229E-5	23307.76953036252
556000	4.894274406049193E-5	25535.504319966636
557000	2.7945064691876887E-5	9553.287827403865
558000	4.0463801021695265E-5	2321.383739227285
559000	4.832097408332887E-5	25371.50563309098
560000	2.2385583441968434E-5	16851.48286547778
561000	4.294595356563639E-5	25339.859212743417
562000	4.068830265869263E-5	25227.951757802533
563000	2.7457067403327936E-5	21757.426015663605
564000	3.9347552124259235E-6	19626.60702740757
565000	4.9361170921641516E-5	24975.77164443077
566000	5.022413911206304E-5	25805.086161138377
567000	3.849319686405523E-5	22141.109667223365
568000	4.469208138959585E-5	26045.031569768707
569000	4.7077453117861507E-5	25736.076194766112
570000	4.562670811947929E-5	22561.678844253653
571000	2.8103181819398423E-5	11475.818854160352
572000	4.589513096653978E-5	24570.83696406766
573000	3.925218753338369E-5	22515.87945418593
574000	4.2701979453853136E-5	22047.118629739496
575000	4.5842036172542344E-5	17557.02590251528
576000	4.968290271361061E-5	25459.56975531084
577000	4.8529750493704626E-5	16158.905091398088
578000	5.094745973924837E-6	16118.921581291803
579000	1.3292347695296709E-5	14840.687681246145
580000	3.875747670590796E-5	21171.438735887357
581000	4.920434280757775E-5	25779.862032615772
582000	4.869422820530081E-5	25267.946466788562
583000	3.0378979936168455E-5	3904.188001422056
584000	5.031538143952807E-5	24431.967903933953
585000	3.418750937216227E-5	6711.04803786369
586000	5.060645104454183E-5	20753.27476488991
587000	4.8425217394941056E-5	22262.20966055152
588000	1.1070551796533812E-5	13593.920724496762
589000	4.35546148460533E-5	24781.66478129008
590000	4.5755406085223016E-5	23691.274419829668
591000	5.950229768522463E-6	24383.92313436662
592000	2.4606780840292826E-5	6142.817871487342
593000	1.256829021440851E-5	11016.38682562959
594000	4.2523633990192606E-5	25165.874026753274
595000	3.8998740465704785E-5	21875.534186407804
596000	4.761340524747334E-5	25341.46750261222
597000	4.424007353432406E-5	5748.826111736177
598000	4.867141940405742E-5	19675.043688333186
599000	4.597714987371145E-5	25088.346460410554
600000	4.310609699299527E-5	6210.343912586734
601000	4.256632763205108E-6	16212.90158195971
602000	4.945752248758485E-5	21537.87670926577
603000	2.417771180281114E-6	5568.689150760658
604000	6.228169284100342E-6	6801.379585790865
605000	4.798074717214896E-5	25963.59631599017
606000	3.17488087987804E-5	9965.32872084755
607000	2.9750196306453347E-6	22659.8644788565
608000	4.8963180827676135E-5	23502.872115404567
609000	5.085471381828139E-5	26000.26148522704
610000	4.270679887218338E-5	26164.904058060063
611000	1.8075294346831955E-5	10260.519593258417
612000	4.9137848315509893E-5	18472.18090031818
613000	9.251644569286302E-6	8255.261406811142
614000	5.029335339958049E-5	22434.660164663725
615000	4.2126174647621014E-5	25609.42790457086
616000	3.554877720801753E-5	12872.624537611418
617000	4.655384504607703E-6	21109.197309471692
618000	4.999530838198344E-5	25496.2199818457
619000	2.5820218151536484E-5	17604.831450412847
620000	4.055541922140135E-5	6029.986174566299
621000	4.967271856181372E-5	24102.566654226142
622000	2.182747372800278E-6	15527.99051938422
623000	9.702570818051927E-6	3403.762359946061
624000	7.77302048482063E-6	7280.784984575204
625000	1.536937213644157E-5	11799.80708954978
626000	3.2659474843124185E-5	2678.70896897813
627000	4.3780299129634566E-5	25048.90227071176
628000	4.225530438570105E-5	22927.92714238544
629000	4.455026551820337E-5	22828.85108891864
630000	3.5498474285178275E-5	25716.748268236297
631000	4.660870597357432E-6	3465.0804712880763
632000	4.7699155930438956E-5	25870.97955711344
633000	7.387429933050742E-6	20613.69539364422
634000	1.2553588311003822E-5	14239.605846718976
635000	1.1808757755619117E-5	6158.69503097837
636000	4.586848606685439E-5	24151.865623195048
637000	4.209317179963012E-6	12529.078423243982
638000	9.582423236527372E-6	7886.660067915737
639000	1.9537056812481504E-5	4716.161290916613
640000	9.86008579029073E-6	3967.8148556988754
641000	2.5741860886650598E-5	23538.20719357818
642000	4.7741130232339136E-5	25869.703679271548
643000	4.468944514772094E-5	20045.44855717835
644000	5.030019796154603E-5	22835.217636758603
645000	2.272879612022064E-5	2895.2172613448884
646000	4.148487991227796E-5	25450.223825175886
647000	5.1282521528687255E-5	24268.76445040512
648000	9.54579547338832E-6	4131.98918601272
649000	4.623452650187478E-5	13041.086670355675
650000	1.2257647993657462E-5	20245.32938085465
651000	3.778751581991506E-5	25335.249324469878
652000	3.0732004291328885E-5	9265.543512912029
653000	4.724935225215414E-5	24909.99308654228
654000	6.955978726296379E-6	2946.1537731861035
655000	2.5419005461497476E-6	18248.923427136808
656000	5.014101768589696E-5	19247.233700112796
657000	4.790344503056742E-5	1535.694835906186
658000	1.6601528747201783E-5	14360.531220497813
659000	4.504899154317637E-5	24705.276160495738
660000	3.320317831147898E-5	2877.991755267932
661000	5.0625951506092136E-5	18657.48291814047
662000	4.6744274118550075E-5	26016.89516704967
663000	4.7422023626889176E-5	26217.782823388152
664000	1.6063191961669578E-5	5667.278433645744
665000	1.0146045388248111E-5	9404.334790274637
666000	3.597227281178398E-5	25642.83259982162
667000	3.0006965295260625E-5	12116.861885766762
668000	5.0998300125018495E-5	23922.086493467286
669000	8.418654014975507E-6	8311.731437429213
670000	2.9230069381956746E-5	2456.6207820077866
671000	3.436938013352972E-5	9372.475737876472
672000	3.582615917225014E-5	9666.507338663363
673000	2.207638230193124E-5	13150.652835387498
674000	1.1806929596510994E-5	9162.65992863642
675000	2.750031903314432E-5	25259.07703102296
676000	4.272271705428481E-5	26006.516552979436
677000	4.195261107507232E-5	23318.009057413798
678000	3.778883562351651E-5	20629.314533436755
679000	3.5581926452039537E-6	5498.152141044846
680000	4.848459397225218E-5	23473.90764288576
681000	4.859798718192711E-5	24508.683029200783
682000	3.541151732871993E-5	21721.948050417348
683000	5.030866014439018E-5	25868.937009729023
684000	5.007197946779798E-5	24919.06913080024
685000	2.2712811907447203E-5	5383.552147459703
686000	4.638750689261E-5	24325.901132687042
687000	4.576633549109368E-5	25515.728686719332
688000	2.089393222367768E-5	11324.521084500231
689000	1.5522384658883445E-5	10205.140687789522
690000	1.135875720954178E-5	25272.278969489827
691000	1.8954046051889886E-5	4304.802781391064
692000	1.8567961560468175E-5	5502.422784107824
693000	4.1631526575465125E-5	4455.113804996592
694000	2.7649281770382E-5	8607.827422580916
695000	4.946306061880734E-5	24930.86842880549
696000	4.974360623332962E-5	24804.897859998455
697000	1.0477601370399506E-5	6241.869061693062
698000	1.198002622428512E-5	5980.689376006335
699000	4.503515610526106E-5	24429.31449939255
700000	1.7611671893726398E-5	13756.624460076524
701000	4.161944407165396E-5	9460.291854980971
702000	4.658923547899811E-5	24181.793854810407
703000	1.2775822581286393E-5	23811.847999042402
704000	2.8387019057162245E-5	10706.461504973298
705000	4.715947745228449E-5	24549.305684387848
706000	5.263463856400496E-6	2891.8564551786453
707000	4.1583048129977215E-5	24350.74970652983
708000	3.4788260543449804E-5	26034.238465518727
709000	3.550965450469429E-5	4723.44893257355
710000	8.623098645231037E-6	23030.940291188177
711000	4.47581284535513E-5	22113.49653124735
712000	8.587837700616318E-6	5299.0272101721885
713000	2.3650988848737735E-5	2448.390617918066
714000	4.746163419663982E-5	24105.00446144421
715000	1.7313168167652518E-5	1316.4326368980965
716000	4.021735161367174E-5	25610.505021015306
717000	8.08043826774438E-6	15958.905499984094
718000	5.0413368980430994E-5	24693.011551251184
719000	2.3687046439435212E-5	15604.839809235446
720000	4.343843755066796E-5	21621.587402753445
721000	3.70905832147933E-5	22949.08367166463
722000	2.8571426293064164E-5	22231.596508131777
723000	1.8342979961776946E-5	6736.057854452561
724000	4.7718907495106615E-5	22682.643581236814
725000	3.383387821702764E-5	24181.26705966098
726000	2.580667591424435E-5	4309.133826219372
727000	3.597406101269666E-5	25343.106021173615
728000	4.260085761469902E-5	22672.386190977635
729000	5.073056869893672E-5	26130.72352000211
730000	2.6370942418992786E-5	20157.53760232654
731000	4.952144627410724E-5	18818.28879110875
732000	5.0300290800858785E-5	25432.738433460974
733000	3.401020107517264E-5	19743.08601166576
734000	6.5800854484807594E-6	3786.7852901269375
735000	4.388437829874885E-5	15728.161814310273
736000	3.816222059494055E-5	24903.020857853233
737000	1.3613319772662945E-5	11602.62433820626
738000	4.8097867778770605E-5	23161.704352680117
739000	5.056851697255921E-5	23320.069367346092
740000	1.5398841863344245E-5	2432.786864877048
741000	3.0177474462710407E-6	9080.498445543712
742000	2.7199321740736343E-5	21268.36003588854
743000	4.871503882778069E-5	20322.204928723877
744000	4.3781943797776795E-5	20713.639937148095
745000	1.1002058523026525E-5	14118.937755537663
746000	4.8604922724973554E-5	24154.379992369493
747000	4.971786441069295E-6	20712.158715258643
748000	4.4145451220884074E-5	23180.179641017312
749000	3.18793080587914E-5	22582.915482094944
750000	5.042199042438463E-5	21287.792653742064
751000	3.913997929999873E-5	18364.02493580211
752000	3.260423490682394E-5	5291.3280240721615
753000	1.406836678179259E-5	15823.273614076494
754000	5.679315966429927E-6	1157.4852091135544
755000	5.644927051752398E-6	3590.5142364312787
756000	2.2445571614223504E-5	6045.2977543145125
757000	5.087943908012165E-5	24387.381098332287
758000	3.114027314651806E-5	2714.4821705694576
759000	9.744003256688722E-6	4096.353645697384
760000	2.6370202299305752E-5	9908.098433258598
761000	3.667670812483634E-6	21672.241788633077
762000	4.8403623345554655E-5	17754.69050074534
763000	4.243576903125295E-5	18558.55492086604
764000	2.2655744028385468E-5	24858.379747078223
765000	4.718912826033604E-5	25151.44387917504
766000	4.9449589942412535E-5	22406.32665815965
767000	5.0863210271854335E-5	23308.12914256866
768000	2.4652841011875992E-5	3245.3284926007623
769000	3.238762651181714E-5	7787.218338760802
770000	4.4474655217195334E-5	24935.3602053211
771000	5.126666136631448E-5	24065.56369431108
772000	5.3585150485330725E-6	7809.550403593377
773000	5.0600648324103194E-5	25806.711287732276
774000	4.709462587249444E-5	19576.26553740172
775000	2.265778256329056E-5	1758.1943154793826
776000	2.1379712762430017E-5	10415.554186839372
777000	2.7958427636332496E-5	9633.53600469455
778000	1.2196162864139125E-5	7162.9919895113535
779000	4.826361774185957E-5	25914.863298529308
780000	1.672837038766814E-5	2640.372200315433
781000	4.892652138613148E-5	20436.417637630962
782000	4.422107512826273E-5	24212.833280385454
783000	4.489016789154073E-5	21776.738047421783
784000	4.9567485819842E-5	20599.05011802264
785000	1.7484653408756386E-5	3529.7946332820857
786000	6.107652567670721E-6	13337.751543533426
787000	5.058599395049994E-5	22620.111964445932
788000	2.6925346800619564E-5	4373.17954367803
789000	5.0617342819790825E-5	25609.295870803096
790000	4.376292029968669E-6	9949.586602655307
791000	7.708194422060484E-6	12297.084431343776
792000	9.847146469845995E-6	7403.460126657665
793000	4.9750125098069026E-5	25812.47448360525
794000	1.752480388017727E-5	11637.366047563724
795000	4.897921061224588E-5	23415.598582246097
796000	1.0013361372737942E-5	4213.729615405939
797000	5.1478273685866515E-5	24333.146060530675
798000	1.3166199892260161E-5	10363.804563811096
799000	2.1785843346978437E-6	9615.840506017621
800000	1.2861404447340154E-5	24999.694839577172
801000	3.886048203533769E-5	21867.70300869412
802000	1.2304825087785688E-5	4908.0456564515825
803000	2.16087265210305E-5	9987.928108849708
804000	1.5426223708145417E-5	13980.995919255582
805000	3.159227460547804E-5	19381.41006792156
806000	4.747984919354738E-5	24926.095771859127
807000	4.530124552576217E-5	24748.977099811924
808000	3.000044137802209E-6	7931.427087787443
809000	1.7217867479321088E-5	10124.135093313544
810000	3.716463521347713E-5	5477.72803151952
811000	1.973920065057489E-5	1248.4616371136176
812000	4.7703290675806444E-5	25371.155223010195
813000	2.3420083268049112E-5	7852.692305052336
814000	3.41781451818154E-5	9301.548188014138
815000	3.2635710408451144E-6	2350.051904953837
816000	1.099575276311669E-5	21714.650998973888
817000	1.1961548224273893E-5	8113.556732407979
818000	4.832685990342043E-5	26215.36136731435
819000	4.812034831690882E-5	16631.524751728906
820000	3.9437340130426525E-5	22815.02638336615
821000	5.0998363466327214E-5	17662.44554429952
822000	5.075805422996875E-5	20958.685289571295
823000	5.120977305443423E-5	26221.954785030885
824000	3.935827154174404E-5	25778.261700385425
825000	3.7083095400414636E-5	26170.68867341264
826000	1.304596901462567E-5	11946.27920710564
827000	1.741587134102529E-5	25851.414113637977
828000	1.5176563184684824E-5	12100.263911075952
829000	4.568901235630659E-5	23684.460087962816
830000	4.602110449166239E-5	25975.76035672671
831000	3.7655366487692154E-5	22213.50094707341
832000	5.356049201794155E-6	14141.466170991418
833000	3.4540254859327745E-5	1521.4833772572995
834000	4.391208957371002E-5	23464.52766542689
835000	4.557819653095425E-6	6426.810227119149
836000	4.5686806365588874E-5	18743.107627936897
837000	2.7058281501039222E-5	9066.926293785189
838000	1.0522281004117831E-5	7396.465661083288
839000	4.2910914688274674E-5	7813.673347640969
840000	6.68606756081489E-6	5620.840032719785
841000	5.030636712822893E-5	24123.05475797474
842000	2.4356342307348623E-5	17823.787613877335
843000	3.3410077334293815E-5	2765.5697219173076
844000	4.88424801863305E-5	23645.147582055873
845000	5.116191555770255E-5	25802.790416450058
846000	1.8802848920726867E-5	5726.789569110144
847000	3.9804013247762235E-5	4959.729476557791
848000	1.7811259191416996E-5	17752.113724498737
849000	4.290168568950751E-5	23233.43669191634
850000	4.927921886629897E-5	22886.721060007632
851000	4.6946023083840064E-5	25947.612128607598
852000	4.772930332497762E-5	22561.615023548744
853000	3.6347094438653074E-5	9191.375029291577
854000	5.050853206089976E-5	26119.791676384943
855000	4.9682636140445174E-5	22934.88695781722
856000	1.767916264583307E-5	6159.698668901192
857000	9.553483291136326E-6	3619.2366076082753
858000	4.537221430345145E-5	25330.97607816082
859000	4.200285740755284E-6	3191.846202474642
860000	5.0963539830316434E-5	24739.361558790937
861000	4.9699355777886684E-5	12521.375152967601
862000	5.0002830902939646E-5	20224.615451156835
863000	2.408715637987532E-6	3180.8509909005725
864000	2.966956982958979E-5	24940.841847066193
865000	4.812804953136085E-5	25600.274071208052
866000	5.051091103936499E-5	24333.280403765217
867000	2.1936396627429052E-5	25777.73423664297
868000	1.5301260902940902E-5	6328.202556724586
869000	1.0183725459849681E-5	5987.567899698753
870000	2.718974809781002E-5	3744.055255490095
871000	5.050733025180719E-5	24650.847490112505
872000	4.1737019115030844E-5	23109.648366952526
873000	4.325924988553747E-5	22782.03668165083
874000	1.7238230939004207E-5	4160.079498051054
875000	6.785364179552821E-6	6168.940250187597
876000	4.6594828152916064E-5	23859.683573830593
877000	3.186272898635983E-5	9807.240678637352
878000	2.2385130697863316E-5	23769.37127165202
879000	4.876394065507771E-5	21775.751733825342
880000	3.2301817920499784E-5	8046.316898439635
881000	5.1361875275946006E-5	24945.871054757554
882000	5.105955682341086E-5	25322.930085627486
883000	4.772727863142686E-5	26138.53210622366
884000	9.730956710596192E-6	11530.640527516014
885000	3.5210847523987165E-5	1366.9158688801297
886000	5.071463582769726E-5	23616.690921877227
887000	5.7629152121489965E-6	7496.59288750653
888000	4.314819998819831E-5	2895.3488246667553
889000	5.067028801826683E-5	25789.33411498763
890000	4.2998682391023595E-5	25285.12838332424
891000	1.675327599150345E-5	6758.542311014101
892000	1.1560363363490773E-5	8176.729221917775
893000	1.3624751728065152E-5	12466.881414677548
894000	3.124657056992838E-5	9747.117453411227
895000	4.0607912111068816E-5	21659.824010871376
896000	1.1888647616278254E-5	8179.083729184886
897000	4.2031150111958804E-5	18925.229473921732
898000	3.2155343422717665E-5	6163.675667474263
899000	1.772612581060262E-5	14662.016561908746
900000	5.0711461006831027E-5	22755.41326560144
901000	3.475210252533968E-5	25510.44608500877
902000	3.9174372370193675E-5	23541.26499202156
903000	2.6532420454690744E-6	4366.178715023046
904000	4.979918832562335E-5	23688.32750171117
905000	9.563863326163855E-6	14734.11780792919
906000	4.6672618442777156E-5	23091.726407517282
907000	4.862903321295185E-5	18108.479652539318
908000	4.955976054760606E-5	24945.63134908261
909000	1.656220639979485E-5	5882.396373126348
910000	4.990417686596843E-5	20410.94673002793
911000	3.966573058182485E-5	20924.08415491659
912000	4.8083826833091E-5	25134.906089472086
913000	2.413918118401311E-6	5184.385671748112
914000	4.093619452073241E-5	26047.564137441343
915000	2.535729999629981E-5	10318.780638447955
916000	4.229441558689253E-5	13451.968913074781
917000	4.513987309983627E-5	23759.94764679695
918000	5.0364298176535025E-5	25107.01349972264
919000	4.824367524450365E-5	25887.586918714973
920000	5.081727034581927E-5	24057.001863972422
921000	4.249941530789814E-5	22573.229681476376
922000	4.9204605960709804E-5	24935.67175818244
923000	5.141853045822901E-5	5492.84368601809
924000	9.225975137893907E-6	7750.605086537348
925000	3.847586583682201E-5	6815.693770494336
926000	4.8396858252457454E-5	25967.511285506997
927000	9.414152006441109E-6	11934.747869372133
928000	3.409273401610721E-5	8179.744591233558
929000	3.4687510740373176E-6	8934.004515594572
930000	3.6999081914585855E-5	17327.222306759075
931000	3.7837323899123756E-6	21922.782997695445
932000	2.4699560878057826E-6	3790.5900674156956
933000	5.148239503397578E-5	24678.705083976693
934000	4.835559023570154E-5	26110.294110429586
935000	3.889081329613552E-5	25376.602041949987
936000	4.138122720114671E-5	25257.94961726906
937000	3.339179521848075E-5	24755.867762263744
938000	4.750275016126485E-5	22860.291778152718
939000	4.6594848869541744E-5	20463.596528719827
940000	3.938050339926354E-5	4149.137297196801
941000	3.4182679472797515E-6	3343.0009295378923
942000	3.199718026000907E-5	24347.65880906235
943000	1.6920647254926967E-5	21153.656357058095
944000	1.923197969452005E-5	2176.30614334418
945000	4.9450858422733466E-5	24302.01491971218
946000	9.059947493723267E-6	15713.972570083179
947000	4.27349200939101E-5	3057.813847379759
948000	4.6005702757774504E-5	23649.771370562397
949000	2.7250418544880563E-6	19491.936219382584
950000	4.936541398413246E-5	24786.632584971354
951000	7.408244768081073E-6	6441.110951388705
952000	4.838749257837304E-5	25359.856728114075
953000	1.638775995053586E-5	9333.378990884416
954000	3.892703757223214E-5	25606.01459144241
955000	8.711330248959911E-6	13817.501824612658
956000	5.072744482300826E-5	22319.375885433146
957000	2.6390945620552615E-5	11835.152721958864
958000	5.0821946827766595E-5	21225.124148226118
959000	1.0376946430377743E-5	19047.687363714544
960000	5.444140509880159E-6	2776.2506947225406
961000	1.2089804922331413E-5	7761.092986361536
962000	3.509460264774009E-5	7746.65210470197
963000	4.7848053275721305E-5	20558.857621571464
964000	5.661838935901779E-6	16531.158504466435
965000	4.734457706702437E-5	22925.811288695673
966000	5.145941333280772E-5	23251.52340694306
967000	2.8090977129799596E-6	4510.943169782708
968000	4.127450322696509E-5	21834.43461997252
969000	4.10804152969058E-5	21687.153457615845
970000	4.5970776106845025E-5	24908.47744764241
971000	3.982730020819324E-5	5131.341391442069
972000	4.5924353051342504E-5	26032.557667104113
973000	5.0485077917727475E-5	26005.957630514025
974000	5.67441335934817E-6	23259.571592272914
975000	4.8654416467256696E-5	18866.278241348828
976000	4.8276114181748756E-5	26189.770445403272
977000	1.8827754282902374E-5	6323.419839275934
978000	5.097153394761816E-5	22273.994266924965
979000	2.2727924345966847E-6	12475.737042674407
980000	4.972139728984364E-5	6463.2122442361815
981000	1.1741706637452347E-5	4979.479624803005
982000	3.113381254288658E-6	4296.277109666713
983000	4.298553870277152E-5	3331.0914115997643
984000	2.6974772095131243E-6	18803.332113815177
985000	4.2044652495898715E-5	5236.717832664636
986000	5.10538401985778E-5	25859.352659099426
987000	3.0029394420779894E-5	24887.38966897066
988000	2.2368873052922037E-5	6261.736860819081
989000	5.040788249707082E-5	15659.679535094137
990000	4.658171602527269E-5	24659.955794278918
991000	4.109089557304386E-5	19154.343912733395
992000	1.1907227764682641E-5	19449.409114953272
993000	3.411729589294063E-5	14363.515229165221
994000	1.3794792128369792E-5	4888.5612384887545
995000	5.11814105269021E-5	20030.404796133873
996000	4.211539099023033E-5	25413.518549526387
997000	4.791990380648178E-5	25734.95773305735
998000	5.095364305682047E-5	23904.72859606192
999000	3.336019889236877E-5	25084.2951904
